Sale_ID,Region,Cookie_Variety,Total_Boxes_Purchased,Sales_Amount,Sale_Date,Customer_ID,Age_Group,Gender,Household_Income,Family_Size,Customer_City,Customer_State,Price_Per_Box,Loyalty_Program_Participation,Preferred_Sales_Channel,Preferred_Payment_Method,Satisfaction_Rating,Troop_ID,Troop_Size,Troop_Leader_Name,Channel_Type,Temperature,Weather_Conditions
4308,Northeast,Tagalongs,4,24,2/18/2024,1104,18-25,Female,$50-100k,6,Wilkes-Barre, PA,6,Yes,Online,Cash,1,30130,18,Emilia,Door-to-Door,70,Rainy
4309,South,Tagalongs,2,12,4/16/2024,1339,46-55,Male,$50-100k,4,Del City, OK,6,No,Online,Cash,3,425,19,Olivia,Booth,53,Rainy
4310,Southeast,Thin Mints,10,60,1/13/2024,1010,18-25,Female,$150-200k,3,Tucker, GA,6,Yes,Booth,Credit Card,1,15239,19,Isla,Booth,57,Sunny
4311,Northeast,Trefoils,5,30,1/11/2024,1200,46-55,Male,$100-150k,2,Staten Island, NY,6,Yes,Online,Cash,1,75312,11,Reagan,Online,58,Sunny
4312,Southeast,Tagalongs,5,30,3/16/2024,1394,18-25,Male,<$50k,6,Callahan, FL,6,No,Door-to-Door,Mobile Payment,1,63013,9,De'ana,Booth,57,Sunny
4313,South,Tagalongs,1,6,3/17/2024,1473,36-45,Male,$100-150k,2,Falls Church, VA,6,No,Booth,Cash,1,4211,14,Lily,Booth,55,Rainy
4314,Midwest,Thin Mints,7,42,10/14/2024,1295,18-25,Male,$150-200k,6,Dublin, OH,6,Yes,Door-to-Door,Credit Card,3,6086,9,Sophia,Door-to-Door,58,Sunny
4315,Southeast,Trefoils,10,60,6/28/2024,1350,36-45,Female,$100-150k,6,East Point, GA,6,Yes,Door-to-Door,Mobile Payment,1,30344,19,Zoe,Booth,61,Sunny
4316,Southeast,Toffee-tastic,4,24,6/20/2024,1481,36-45,Female,$150-200k,5,Callahan, FL,6,No,Online,Cash,1,63013,12,De'ana,Door-to-Door,60,Sunny
4317,West,Samoas,10,60,9/17/2024,1381,36-45,Female,$50-100k,5,Henderson, NV,6,No,Door-to-Door,Mobile Payment,4,79,20,Abigail,Online,53,Sunny
4318,Southeast,Samoas,4,24,6/5/2024,1070,26-35,Male,$50-100k,3,Jacksonville, FL,6,No,Door-to-Door,Cash,1,72011,20,Stella,Online,57,Cloudy
4319,West,Samoas,10,60,1/2/2024,1065,36-45,Male,$150-200k,2,Phoenix, AZ,6,Yes,Booth,Mobile Payment,2,3227,13,Mila,Online,51,Rainy
4320,Northeast,Trefoils,1,6,5/9/2024,1087,36-45,Male,$50-100k,4,New York, NY,6,Yes,Booth,Credit Card,3,3990,8,Kennedy,Booth,60,Cloudy
4321,South,Girl Scout S'mores,6,36,5/2/2024,1260,26-35,Female,$150-200k,2,Del City, OK,6,No,Booth,Mobile Payment,3,425,9,Olivia,Booth,65,Rainy
4322,South,Lemonades,9,54,3/19/2024,1135,18-25,Male,$150-200k,5,Alexandria, VA,6,No,Booth,Mobile Payment,3,1330,14,Ayanna,Booth,68,Rainy
4323,Northeast,Lemon-Ups,6,36,2/21/2024,1265,26-35,Male,<$50k,5,Secaucus, NJ,6,No,Booth,Mobile Payment,2,10289,17,Ivy,Online,59,Rainy
4324,Southeast,Samoas,9,54,5/31/2024,1083,36-45,Female,$150-200k,6,Jacksonville, FL,6,Yes,Door-to-Door,Mobile Payment,3,72011,20,Stella,Online,59,Rainy
4325,Southeast,Samoas,4,24,6/2/2024,1166,36-45,Male,$150-200k,4,Pineville, NC,6,No,Online,Credit Card,3,2674,11,Piper,Door-to-Door,52,Sunny
4326,Midwest,Do-si-dos,5,30,10/15/2024,1111,18-25,Male,$100-150k,5,Powell, OH,6,No,Online,Mobile Payment,4,5169,9,Sadie,Door-to-Door,66,Cloudy
4327,Southeast,Tagalongs,4,24,1/5/2024,1227,18-25,Female,$50-100k,2,Middleburg, FL,6,No,Booth,Mobile Payment,3,31115,9,Lila,Booth,53,Rainy
4328,West,Thin Mints,8,48,2/8/2024,1028,26-35,Female,$50-100k,5,Beaverton, OR,6,No,Booth,Credit Card,2,81503,8,Kamora,Online,60,Sunny
4329,Southeast,Toffee-tastic,5,30,2/1/2024,1332,46-55,Male,$50-100k,3,Huntersville, NC,6,No,Booth,Credit Card,4,3491,12,Gabriella,Door-to-Door,62,Sunny
4330,Northeast,Lemonades,9,54,4/3/2024,1272,26-35,Female,$100-150k,5,Silver Spring, MD,6,No,Online,Credit Card,1,42185,14,Jasmine,Door-to-Door,63,Rainy
4331,West,Do-si-dos,1,6,3/12/2024,1177,26-35,Male,$100-150k,2,Hillsboro, OR,6,No,Booth,Cash,3,10777,8,Mia,Door-to-Door,62,Rainy
4332,Southeast,Thin Mints,8,48,2/4/2024,1447,36-45,Male,$150-200k,5,Raleigh, NC,6,Yes,Door-to-Door,Credit Card,1,1048,16,Josephine,Door-to-Door,56,Sunny
4333,West,Lemonades,10,60,3/20/2024,1008,36-45,Female,$50-100k,2,Las Vegas, NV,6,Yes,Booth,Cash,5,676,20,Victoria,Online,69,Cloudy
4334,South,Samoas,7,42,7/19/2024,1025,26-35,Male,$100-150k,4,Arlington, VA,6,Yes,Online,Credit Card,4,60031,14,Essence,Door-to-Door,68,Sunny
4335,Southeast,Trefoils,2,12,10/16/2024,1020,26-35,Female,$50-100k,2,Tucker, GA,6,Yes,Booth,Credit Card,5,15239,19,Isla,Door-to-Door,63,Rainy
4336,Northeast,Samoas,5,30,5/6/2024,1062,46-55,Male,$100-150k,5,Bethesda, MD,6,No,Door-to-Door,Mobile Payment,3,2059,14,Roxy,Booth,55,Cloudy
4337,Southeast,Adventurefuls,5,30,2/14/2024,1019,18-25,Female,$100-150k,5,Jacksonville, FL,6,No,Online,Credit Card,1,72011,8,Stella,Online,58,Cloudy
4338,Southeast,Do-si-dos,8,48,9/12/2024,1337,36-45,Male,$100-150k,2,St. Augustine, FL,6,No,Booth,Cash,4,53021,12,Autumn,Door-to-Door,61,Cloudy
4339,Northeast,Samoas,9,54,6/9/2024,1238,18-25,Female,$50-100k,3,Bethesda, MD,6,Yes,Online,Mobile Payment,3,2059,14,Roxy,Booth,64,Cloudy
4340,Southeast,Tagalongs,3,18,1/31/2024,1456,36-45,Female,$150-200k,3,Raleigh, NC,6,Yes,Door-to-Door,Credit Card,4,1048,16,Josephine,Online,64,Sunny
4341,Northeast,Thin Mints,10,60,1/27/2024,1334,18-25,Female,$50-100k,4,Bronx, NY,6,No,Door-to-Door,Cash,3,1236,19,Sydney,Booth,61,Sunny
4342,Southeast,Thin Mints,2,12,8/9/2024,1448,46-55,Female,$150-200k,6,Callahan, FL,6,No,Door-to-Door,Credit Card,3,63013,9,De'ana,Booth,70,Cloudy
4343,West,Thin Mints,4,24,10/23/2024,1452,26-35,Female,<$50k,2,Paradise, NV,6,Yes,Door-to-Door,Mobile Payment,3,396,20,Leah,Online,57,Cloudy
4344,Northeast,Toast-Yay!,6,36,5/26/2024,1142,26-35,Male,<$50k,4,Queens, NY,6,No,Door-to-Door,Credit Card,4,4032,8,Elena,Online,55,Sunny
4345,Southeast,Adventurefuls,5,30,3/14/2024,1085,26-35,Male,$100-150k,4,Charlotte, NC,6,No,Online,Credit Card,1,41,13,Alexis,Online,64,Rainy
4346,Southeast,Thin Mints,4,24,6/29/2024,1270,18-25,Male,$100-150k,3,Apex, NC,6,No,Online,Credit Card,5,02584,16,Naima,Door-to-Door,68,Rainy
4347,Southeast,Lemon-Ups,4,24,4/14/2024,1075,46-55,Male,<$50k,5,Morrisville, NC,6,Yes,Booth,Cash,3,407,16,Eleanor,Online,55,Sunny
4348,Northeast,Thin Mints,4,24,1/22/2024,1206,26-35,Male,$100-150k,2,Jersey City, NJ,6,No,Booth,Cash,3,12316,17,Lucy,Door-to-Door,64,Cloudy
4349,Southeast,Thin Mints,9,54,7/3/2024,1268,46-55,Female,$150-200k,3,Matthews, NC,6,Yes,Online,Mobile Payment,2,664,15,Scarlett,Booth,66,Sunny
4350,West,Samoas,10,60,9/29/2024,1468,36-45,Male,$50-100k,5,Beaverton, OR,6,Yes,Door-to-Door,Cash,4,81503,8,Kamora,Online,66,Sunny
4351,Southeast,Tagalongs,3,18,2/26/2024,1394,18-25,Male,<$50k,6,Callahan, FL,6,Yes,Door-to-Door,Credit Card,3,63013,9,De'ana,Online,57,Rainy
4352,South,Tagalongs,1,6,5/16/2024,1235,46-55,Female,<$50k,2,Irving, TX,6,No,Online,Mobile Payment,4,2278,8,Nora,Door-to-Door,66,Sunny
4353,South,Lemon-Ups,2,12,5/10/2024,1489,36-45,Female,<$50k,4,Falls Church, VA,6,Yes,Door-to-Door,Cash,5,4211,14,Lily,Booth,53,Sunny
4354,Northeast,Adventurefuls,4,24,5/19/2024,1088,18-25,Male,$100-150k,3,Bloomfield, CT,6,No,Booth,Credit Card,5,10318,16,Bianca,Door-to-Door,63,Cloudy
4355,West,Trefoils,5,30,6/23/2024,1181,26-35,Male,$100-150k,6,Beaverton, OR,6,Yes,Door-to-Door,Credit Card,4,81503,8,Kamora,Door-to-Door,65,Sunny
4356,South,Trefoils,4,24,8/24/2024,1494,46-55,Female,<$50k,4,Falls Church, VA,6,No,Online,Credit Card,3,4211,14,Lily,Door-to-Door,67,Rainy
4357,Southeast,Thin Mints,1,6,1/16/2024,1083,36-45,Female,$150-200k,6,Jacksonville, FL,6,Yes,Booth,Cash,5,72011,20,Stella,Booth,62,Cloudy
4358,South,Thin Mints,8,48,7/21/2024,1427,18-25,Male,$50-100k,3,Choctaw, OK,6,Yes,Booth,Cash,3,371,8,Mecca,Door-to-Door,58,Cloudy
4359,Midwest,Thin Mints,1,6,6/2/2024,1125,46-55,Male,$150-200k,3,Columbus, OH,6,No,Booth,Credit Card,4,6824,9,Isabella,Door-to-Door,54,Sunny
4360,Southeast,Samoas,5,30,6/9/2024,1166,36-45,Male,$150-200k,4,Pineville, NC,6,Yes,Booth,Cash,3,2674,11,Piper,Online,54,Cloudy
4361,Northeast,Tagalongs,8,48,4/10/2024,1309,18-25,Male,$50-100k,5,Jersey City, NJ,6,Yes,Online,Credit Card,3,12316,17,Lucy,Online,62,Sunny
4362,South,Do-si-dos,3,18,7/27/2024,1313,26-35,Female,$100-150k,3,Alexandria, VA,6,Yes,Door-to-Door,Mobile Payment,3,1330,14,Ayanna,Door-to-Door,57,Sunny
4363,Northeast,Thin Mints,7,42,2/4/2024,1436,18-25,Male,$150-200k,4,Hoboken, NJ,6,No,Booth,Credit Card,2,12019,17,Layla,Booth,70,Rainy
4364,Northeast,Tagalongs,7,42,5/28/2024,1358,26-35,Male,$150-200k,3,Hoboken, NJ,6,No,Booth,Credit Card,1,12019,17,Layla,Online,53,Rainy
4365,Midwest,Girl Scout S'mores,6,36,8/13/2024,1156,36-45,Male,$50-100k,3,Columbus, OH,6,No,Online,Credit Card,5,6824,9,Isabella,Online,54,Cloudy
4366,West,Do-si-dos,1,6,1/28/2024,1197,36-45,Male,$150-200k,6,Henderson, NV,6,No,Online,Cash,3,79,20,Abigail,Door-to-Door,58,Rainy
4367,Northeast,Tagalongs,8,48,9/15/2024,1128,26-35,Female,<$50k,2,Scranton, PA,6,Yes,Online,Cash,1,52145,18,Willow,Booth,51,Sunny
4368,Northeast,Trefoils,3,18,9/24/2024,1345,36-45,Male,$100-150k,5,Chevy Chase, MD,6,Yes,Online,Mobile Payment,5,34145,14,Samantha,Online,52,Rainy
4369,South,Girl Scout S'mores,1,6,8/5/2024,1474,26-35,Female,$100-150k,5,Choctaw, OK,6,Yes,Door-to-Door,Credit Card,2,371,19,Mecca,Online,69,Rainy
4370,Northeast,Thin Mints,10,60,2/16/2024,1470,26-35,Male,$100-150k,3,Pittston, PA,6,Yes,Door-to-Door,Mobile Payment,2,3088,18,Daisy,Online,53,Cloudy
4371,Northeast,Samoas,6,36,4/8/2024,1396,26-35,Female,$50-100k,3,Clarks Summit, PA,6,No,Booth,Mobile Payment,5,50801,18,Maria,Door-to-Door,64,Cloudy
4372,Southeast,Girl Scout S'mores,6,36,2/12/2024,1217,18-25,Male,$150-200k,3,Milton, GA,6,No,Online,Mobile Payment,1,18529,8,Claire,Door-to-Door,58,Sunny
4373,Southeast,Lemon-Ups,7,42,7/3/2024,1140,18-25,Female,$100-150k,4,Orange Park, FL,6,Yes,Booth,Credit Card,5,31008,8,Maya,Online,58,Cloudy
4374,West,Tagalongs,5,30,8/2/2024,1464,18-25,Female,<$50k,6,Milwaukie, OR,6,Yes,Booth,Cash,3,11886,8,Alice,Door-to-Door,53,Cloudy
4375,Southeast,Lemonades,4,24,9/15/2024,1075,46-55,Male,<$50k,5,Morrisville, NC,6,Yes,Door-to-Door,Mobile Payment,2,407,16,Eleanor,Door-to-Door,56,Sunny
4376,Southeast,Tagalongs,2,12,7/28/2024,1285,46-55,Male,$100-150k,2,Alpharetta, GA,6,No,Online,Credit Card,3,20626,8,Nia,Online,62,Rainy
4377,Southeast,Do-si-dos,1,6,5/4/2024,1011,26-35,Male,$100-150k,2,Doral, FL,6,Yes,Door-to-Door,Cash,4,2405,10,Madison,Door-to-Door,50,Cloudy
4378,Southeast,Do-si-dos,3,18,2/28/2024,1212,36-45,Female,$150-200k,6,Middleburg, FL,6,Yes,Booth,Cash,2,31115,12,Lila,Booth,55,Cloudy
4379,West,Samoas,10,60,3/8/2024,1418,36-45,Female,$100-150k,6,Hillsboro, OR,6,Yes,Door-to-Door,Mobile Payment,5,10777,8,Mia,Online,69,Cloudy
4380,West,Thin Mints,6,36,6/22/2024,1254,46-55,Female,$150-200k,5,Scottsdale, AZ,6,Yes,Door-to-Door,Mobile Payment,5,128,13,Lydia,Online,59,Cloudy
4381,Southeast,Lemonades,5,30,4/23/2024,1395,18-25,Male,<$50k,3,Miami, FL,6,No,Online,Mobile Payment,3,2417,10,Ruby,Door-to-Door,70,Sunny
4382,West,Thin Mints,1,6,7/2/2024,1461,36-45,Male,<$50k,4,Hillsboro, OR,6,Yes,Booth,Mobile Payment,2,10777,8,Mia,Online,55,Cloudy
4383,Southeast,Trefoils,3,18,5/29/2024,1449,26-35,Female,$150-200k,5,Garner, NC,6,Yes,Booth,Mobile Payment,4,324,16,Charlotte,Door-to-Door,64,Rainy
4384,Southeast,Toffee-tastic,2,12,9/10/2024,1019,18-25,Female,$100-150k,5,Jacksonville, FL,6,Yes,Door-to-Door,Credit Card,2,72011,8,Stella,Booth,64,Sunny
4385,Southeast,Do-si-dos,2,12,3/16/2024,1373,26-35,Female,$50-100k,4,Hialeah, FL,6,Yes,Door-to-Door,Cash,4,2564,10,Amelia,Door-to-Door,61,Rainy
4386,West,Tagalongs,1,6,8/29/2024,1464,18-25,Female,<$50k,6,Milwaukie, OR,6,Yes,Online,Credit Card,1,11886,8,Alice,Booth,68,Rainy
4387,Southeast,Toast-Yay!,4,24,5/19/2024,1070,26-35,Male,$50-100k,3,Jacksonville, FL,6,Yes,Booth,Credit Card,5,72011,20,Stella,Door-to-Door,52,Cloudy
4388,South,Thin Mints,2,12,3/12/2024,1323,18-25,Male,<$50k,5,Alexandria, VA,6,Yes,Booth,Mobile Payment,5,1330,14,Ayanna,Booth,64,Sunny
4389,Southeast,Thin Mints,9,54,9/10/2024,1020,26-35,Female,$50-100k,2,Tucker, GA,6,Yes,Door-to-Door,Credit Card,1,15239,19,Isla,Booth,59,Sunny
4390,Northeast,Tagalongs,3,18,10/5/2024,1335,18-25,Male,<$50k,4,Chevy Chase, MD,6,Yes,Door-to-Door,Credit Card,3,34145,14,Samantha,Door-to-Door,68,Cloudy
4391,Northeast,Thin Mints,8,48,2/27/2024,1439,18-25,Male,<$50k,3,New Britain, CT,6,Yes,Online,Credit Card,4,66731,13,Brianna,Booth,70,Cloudy
4392,Northeast,Samoas,4,24,3/7/2024,1097,36-45,Female,$150-200k,5,Secaucus, NJ,6,No,Booth,Mobile Payment,2,10289,17,Ivy,Booth,68,Cloudy
4393,South,Trefoils,2,12,10/6/2024,1302,18-25,Male,$150-200k,5,Bartlett, TN,6,No,Online,Cash,2,10190D,11,Tanya,Booth,50,Cloudy
4394,Southeast,Thin Mints,6,36,4/28/2024,1326,26-35,Male,<$50k,6,Alpharetta, GA,6,Yes,Online,Credit Card,3,20626,8,Nia,Online,57,Cloudy
4395,Northeast,Thin Mints,8,48,4/29/2024,1321,36-45,Male,$100-150k,4,Staten Island, NY,6,Yes,Booth,Credit Card,4,75312,19,Reagan,Booth,59,Sunny
4396,Northeast,Do-si-dos,9,54,5/1/2024,1042,26-35,Male,$100-150k,6,New York, NY,6,No,Door-to-Door,Mobile Payment,2,3990,12,Kennedy,Booth,56,Sunny
4397,Southeast,Samoas,7,42,9/21/2024,1423,26-35,Female,$150-200k,6,East Point, GA,6,Yes,Booth,Mobile Payment,2,30344,19,Zoe,Online,59,Cloudy
4398,Northeast,Samoas,3,18,7/17/2024,1246,26-35,Female,$150-200k,2,Secaucus, NJ,6,Yes,Booth,Mobile Payment,1,10289,17,Ivy,Booth,51,Cloudy
4399,Southeast,Trefoils,5,30,4/4/2024,1361,26-35,Female,$100-150k,4,Miami, FL,6,Yes,Booth,Credit Card,5,2417,10,Ruby,Booth,59,Sunny
4400,Northeast,Thin Mints,2,12,7/5/2024,1451,18-25,Female,$100-150k,5,Brooklyn, NY,6,No,Door-to-Door,Credit Card,1,2524,17,Teyana,Booth,59,Rainy
4401,Southeast,Thin Mints,3,18,7/21/2024,1152,18-25,Female,$100-150k,2,Morrisville, NC,6,No,Door-to-Door,Mobile Payment,1,407,16,Eleanor,Door-to-Door,52,Cloudy
4402,Southeast,Toast-Yay!,6,36,7/20/2024,1150,18-25,Female,<$50k,3,Pineville, NC,6,No,Online,Cash,5,2674,9,Piper,Booth,54,Rainy
4403,Northeast,Do-si-dos,7,42,7/28/2024,1272,26-35,Female,$100-150k,5,Silver Spring, MD,6,No,Online,Cash,3,42185,14,Jasmine,Booth,60,Sunny
4404,Southeast,Do-si-dos,1,6,4/7/2024,1184,26-35,Male,<$50k,3,Middleburg, FL,6,No,Online,Mobile Payment,2,31115,9,Lila,Booth,50,Cloudy
4405,Northeast,Toast-Yay!,7,42,3/26/2024,1043,46-55,Female,$50-100k,2,Wilkes-Barre, PA,6,Yes,Booth,Mobile Payment,4,30130,18,Emilia,Booth,50,Sunny
4406,South,Do-si-dos,10,60,2/19/2024,1124,18-25,Female,$100-150k,3,Bartlett, TN,6,No,Booth,Credit Card,5,10190D,11,Tanya,Booth,70,Rainy
4407,South,Thin Mints,6,36,4/1/2024,1442,36-45,Male,$50-100k,2,Choctaw, OK,6,Yes,Door-to-Door,Credit Card,5,371,16,Mecca,Online,59,Cloudy
4408,Northeast,Tagalongs,4,24,7/20/2024,1309,18-25,Male,$50-100k,5,Jersey City, NJ,6,Yes,Door-to-Door,Cash,3,12316,17,Lucy,Door-to-Door,51,Rainy
4409,South,Samoas,8,48,8/14/2024,1261,18-25,Male,$100-150k,2,Arlington, VA,6,Yes,Door-to-Door,Cash,5,60031,14,Essence,Online,50,Cloudy
4410,South,Thin Mints,10,60,7/21/2024,1053,36-45,Male,<$50k,4,Oklahoma City, OK,6,Yes,Booth,Mobile Payment,5,3115,10,Savannah,Booth,56,Cloudy
4411,Southeast,Samoas,2,12,10/5/2024,1481,36-45,Female,$150-200k,5,Callahan, FL,6,No,Door-to-Door,Mobile Payment,5,63013,12,De'ana,Online,58,Rainy
4412,South,Girl Scout S'mores,10,60,6/18/2024,1473,36-45,Male,$100-150k,2,Falls Church, VA,6,No,Booth,Mobile Payment,1,4211,14,Lily,Online,69,Rainy
4413,Southeast,Lemon-Ups,1,6,9/6/2024,1123,26-35,Female,$100-150k,2,Charlotte, NC,6,No,Booth,Mobile Payment,4,41,20,Alexis,Booth,50,Rainy
4414,Northeast,Trefoils,8,48,1/3/2024,1430,46-55,Female,$50-100k,3,Bayonne, NJ,6,Yes,Online,Credit Card,2,12052,17,Annie,Booth,57,Cloudy
4415,Southeast,Thin Mints,5,30,2/29/2024,1086,26-35,Male,$100-150k,4,Charlotte, NC,6,Yes,Online,Credit Card,3,41,20,Alexis,Online,65,Rainy
4416,West,Lemonades,10,60,7/22/2024,1256,26-35,Male,$100-150k,2,Phoenix, AZ,6,Yes,Online,Credit Card,5,3227,13,Mila,Booth,67,Cloudy
4417,Northeast,Trefoils,8,48,1/27/2024,1149,36-45,Male,$50-100k,5,Dunmore, PA,6,No,Online,Mobile Payment,4,50062,18,Grace,Door-to-Door,56,Cloudy
4418,Midwest,Lemon-Ups,1,6,6/23/2024,1198,18-25,Male,<$50k,4,Columbus, OH,6,No,Online,Credit Card,5,6824,9,Isabella,Online,55,Sunny
4419,Southeast,Tagalongs,10,60,7/27/2024,1245,18-25,Male,$100-150k,4,Miami, FL,6,No,Door-to-Door,Mobile Payment,2,2417,10,Ruby,Online,63,Sunny
4420,South,Samoas,8,48,1/15/2024,1002,46-55,Male,$50-100k,3,Irving, TX,6,Yes,Booth,Mobile Payment,2,2278,8,Nora,Door-to-Door,70,Rainy
4421,Southeast,Tagalongs,2,12,4/17/2024,1410,46-55,Male,$150-200k,2,Atlanta, GA,6,Yes,Booth,Mobile Payment,5,24299,19,Stasia,Online,54,Cloudy
4422,South,Toast-Yay!,4,24,7/6/2024,1239,36-45,Female,$50-100k,2,Yukon, OK,6,Yes,Online,Mobile Payment,4,358,9,Quinn,Online,64,Cloudy
4423,Southeast,Samoas,7,42,1/18/2024,1166,36-45,Male,$150-200k,4,Pineville, NC,6,No,Online,Credit Card,2,2674,11,Piper,Door-to-Door,51,Sunny
4424,West,Thin Mints,9,54,7/16/2024,1397,46-55,Male,$150-200k,5,Beaverton, OR,6,Yes,Booth,Cash,3,81503,8,Kamora,Door-to-Door,67,Rainy
4425,Southeast,Tagalongs,7,42,3/28/2024,1214,36-45,Female,$100-150k,2,East Point, GA,6,No,Door-to-Door,Credit Card,3,30344,19,Zoe,Booth,63,Rainy
4426,Northeast,Do-si-dos,6,36,4/2/2024,1500,36-45,Female,$100-150k,5,New Britain, CT,6,Yes,Online,Mobile Payment,5,66731,16,Brianna,Booth,70,Cloudy
4427,South,Trefoils,3,18,3/26/2024,1425,36-45,Female,<$50k,4,Falls Church, VA,6,No,Door-to-Door,Credit Card,1,4211,14,Lily,Booth,60,Sunny
4428,South,Tagalongs,8,48,2/17/2024,1261,18-25,Male,$100-150k,2,Arlington, VA,6,Yes,Online,Mobile Payment,4,60031,14,Essence,Online,52,Rainy
4429,Northeast,Tagalongs,5,30,2/29/2024,1401,18-25,Male,$100-150k,2,Union City, NJ,6,No,Booth,Mobile Payment,1,12201,17,Brooklyn,Booth,55,Sunny
4430,Northeast,Samoas,1,6,7/28/2024,1007,36-45,Female,$50-100k,3,Hartford, CT,6,No,Booth,Credit Card,1,10057,10,Aria,Door-to-Door,60,Cloudy
4431,Northeast,Tagalongs,5,30,1/29/2024,1352,18-25,Female,$50-100k,2,Albany, NY,6,No,Online,Mobile Payment,4,1188,15,Amber,Booth,58,Sunny
4432,Northeast,Tagalongs,2,12,3/3/2024,1277,18-25,Female,$100-150k,4,Albany, NY,6,Yes,Booth,Cash,3,1188,15,Amber,Booth,55,Cloudy
4433,Northeast,Tagalongs,2,12,5/19/2024,1064,18-25,Female,$150-200k,6,Bloomfield, CT,6,No,Online,Credit Card,1,10318,10,Bianca,Door-to-Door,59,Cloudy
4434,Southeast,Thin Mints,10,60,6/3/2024,1155,26-35,Female,$150-200k,3,Milton, GA,6,Yes,Door-to-Door,Cash,4,18529,8,Claire,Booth,70,Cloudy
4435,Northeast,Thin Mints,2,12,8/25/2024,1357,46-55,Female,<$50k,5,Pittston, PA,6,Yes,Booth,Cash,5,3088,18,Daisy,Booth,66,Rainy
4436,Southeast,Trefoils,7,42,10/23/2024,1449,26-35,Female,$150-200k,5,Garner, NC,6,No,Booth,Credit Card,4,324,16,Charlotte,Online,56,Rainy
4437,Northeast,Thin Mints,6,36,7/28/2024,1106,46-55,Male,$50-100k,4,Bethesda, MD,6,Yes,Online,Credit Card,3,2059,14,Roxy,Booth,60,Rainy
4438,Northeast,Do-si-dos,5,30,7/16/2024,1133,46-55,Male,$50-100k,2,Bloomfield, CT,6,Yes,Booth,Cash,5,10318,13,Bianca,Online,57,Cloudy
4439,South,Samoas,4,24,9/17/2024,1490,26-35,Female,$50-100k,6,Falls Church, VA,6,Yes,Door-to-Door,Cash,5,4211,14,Lily,Booth,57,Rainy
4440,West,Samoas,8,48,3/21/2024,1231,18-25,Female,$50-100k,6,Paradise, NV,6,No,Online,Mobile Payment,2,396,20,Leah,Door-to-Door,54,Sunny
4441,West,Trefoils,4,24,2/8/2024,1256,26-35,Male,$100-150k,2,Phoenix, AZ,6,Yes,Online,Cash,2,3227,13,Mila,Booth,58,Rainy
4442,Southeast,Samoas,8,48,8/7/2024,1269,36-45,Female,<$50k,2,Matthews, NC,6,No,Door-to-Door,Cash,4,664,16,Scarlett,Online,64,Sunny
4443,Southeast,Samoas,7,42,9/21/2024,1140,18-25,Female,$100-150k,4,Orange Park, FL,6,Yes,Door-to-Door,Cash,5,31008,8,Maya,Online,61,Cloudy
4444,Southeast,Samoas,10,60,5/11/2024,1086,26-35,Male,$100-150k,4,Charlotte, NC,6,No,Booth,Mobile Payment,2,41,20,Alexis,Online,50,Cloudy
4445,West,Lemon-Ups,2,12,5/27/2024,1418,36-45,Female,$100-150k,6,Hillsboro, OR,6,No,Booth,Mobile Payment,2,10777,8,Mia,Door-to-Door,63,Sunny
4446,Southeast,Trefoils,6,36,5/2/2024,1195,26-35,Female,<$50k,3,Middleburg, FL,6,Yes,Door-to-Door,Mobile Payment,5,31115,14,Lila,Online,69,Sunny
4447,South,Thin Mints,2,12,9/15/2024,1425,36-45,Female,<$50k,4,Falls Church, VA,6,No,Door-to-Door,Cash,5,4211,14,Lily,Online,70,Cloudy
4448,Southeast,Samoas,10,60,5/29/2024,1482,18-25,Female,<$50k,5,Coconut Grove, FL,6,No,Door-to-Door,Mobile Payment,5,2413,10,Itali,Online,50,Sunny
4449,Southeast,Girl Scout S'mores,3,18,5/14/2024,1284,36-45,Male,$100-150k,5,Cary, NC,6,No,Booth,Credit Card,4,00031,16,Shatasia,Door-to-Door,53,Sunny
4450,Northeast,Thin Mints,9,54,1/10/2024,1255,18-25,Male,$100-150k,3,Jersey City, NJ,6,No,Door-to-Door,Mobile Payment,3,12316,17,Lucy,Booth,64,Cloudy
4451,Southeast,Lemonades,4,24,6/18/2024,1395,18-25,Male,<$50k,3,Miami, FL,6,No,Door-to-Door,Mobile Payment,4,2417,10,Ruby,Online,61,Sunny
4452,Southeast,Do-si-dos,6,36,8/12/2024,1214,36-45,Female,$100-150k,2,East Point, GA,6,Yes,Door-to-Door,Cash,4,30344,19,Zoe,Door-to-Door,61,Rainy
4453,South,Samoas,8,48,7/20/2024,1121,26-35,Female,$50-100k,2,Moore, OK,6,No,Online,Cash,3,3637,12,Audrey,Door-to-Door,66,Cloudy
4454,Northeast,Girl Scout S'mores,5,30,9/2/2024,1296,46-55,Male,$150-200k,3,Bethesda, MD,6,Yes,Booth,Cash,1,2059,14,Roxy,Online,60,Sunny
4455,South,Tagalongs,6,36,4/27/2024,1445,26-35,Female,$100-150k,2,Collierville, TN,6,Yes,Booth,Cash,5,13258,11,Ava,Booth,62,Rainy
4456,South,Samoas,2,12,7/27/2024,1239,36-45,Female,$50-100k,2,Yukon, OK,6,No,Door-to-Door,Cash,1,358,9,Quinn,Booth,59,Sunny
4457,Southeast,Samoas,3,18,7/23/2024,1278,36-45,Female,$100-150k,3,Matthews, NC,6,No,Booth,Credit Card,3,664,8,Scarlett,Booth,59,Rainy
