Sale_ID,Region,Cookie_Variety,Total_Boxes_Purchased,Sales_Amount,Sale_Date,Customer_ID,Age_Group,Gender,Household_Income,Family_Size,Customer_City,Customer_State,Price_Per_Box,Loyalty_Program_Participation,Preferred_Sales_Channel,Preferred_Payment_Method,Satisfaction_Rating,Troop_ID,Troop_Size,Troop_Leader_Name,Channel_Type
4222,Northeast,Tagalongs,8,48,6/16/2024,1358,26-35,Male,$150-200k,3,Hoboken, NJ,6,Yes,Booth,Credit Card,4,12019,17,Layla,Online
4223,South,Do-si-dos,10,60,10/13/2024,1047,26-35,Female,$100-150k,5,Oklahoma City, OK,6,No,Booth,Credit Card,3,3115,17,Savannah,Door-to-Door
4224,Northeast,Trefoils,9,54,8/21/2024,1275,18-25,Female,$100-150k,3,Dunmore, PA,6,No,Online,Mobile Payment,4,50062,18,Grace,Online
4225,West,Do-si-dos,4,24,2/23/2024,1028,26-35,Female,$50-100k,5,Beaverton, OR,6,No,Door-to-Door,Mobile Payment,4,81503,8,Kamora,Door-to-Door
4226,Southeast,Do-si-dos,9,54,4/7/2024,1280,46-55,Male,$50-100k,2,Mount Pleasant, SC,6,Yes,Door-to-Door,Cash,3,3033,17,Addison,Booth
4227,Northeast,Thin Mints,6,36,9/20/2024,1200,46-55,Male,$100-150k,2,Staten Island, NY,6,Yes,Door-to-Door,Mobile Payment,4,75312,11,Reagan,Booth
4228,Southeast,Toffee-tastic,8,48,2/25/2024,1278,36-45,Female,$100-150k,3,Matthews, NC,6,Yes,Online,Credit Card,3,664,8,Scarlett,Online
4229,Northeast,Thin Mints,1,6,6/13/2024,1034,18-25,Male,$50-100k,3,Hartford, CT,6,Yes,Booth,Mobile Payment,1,10057,18,Aria,Door-to-Door
4230,Midwest,Tagalongs,5,30,7/25/2024,1295,18-25,Male,$150-200k,6,Dublin, OH,6,Yes,Booth,Cash,5,6086,9,Sophia,Booth
4231,Northeast,Tagalongs,7,42,3/28/2024,1255,18-25,Male,$100-150k,3,Jersey City, NJ,6,No,Booth,Mobile Payment,1,12316,17,Lucy,Door-to-Door
4232,South,Tagalongs,6,36,7/15/2024,1179,26-35,Female,$100-150k,4,Moore, OK,6,No,Online,Credit Card,3,3637,10,Audrey,Booth
4233,Southeast,Thin Mints,9,54,4/5/2024,1286,18-25,Male,$100-150k,4,Milton, GA,6,Yes,Door-to-Door,Cash,3,18529,8,Claire,Booth
4234,South,Adventurefuls,5,30,10/13/2024,1302,18-25,Male,$150-200k,5,Bartlett, TN,6,No,Online,Mobile Payment,1,10190D,11,Tanya,Online
4235,Northeast,Tagalongs,3,18,7/13/2024,1348,26-35,Female,<$50k,3,Bronx, NY,6,No,Online,Credit Card,2,1236,18,Sydney,Online
4236,Southeast,Do-si-dos,9,54,3/20/2024,1433,36-45,Male,$50-100k,4,Mount Holly, NC,6,No,Door-to-Door,Credit Card,4,13400,8,Penelope,Online
4237,Southeast,Do-si-dos,2,12,2/4/2024,1077,46-55,Male,$150-200k,5,Raleigh, NC,6,No,Online,Mobile Payment,5,1048,16,Josephine,Door-to-Door
4238,Southeast,Samoas,7,42,1/25/2024,1079,26-35,Female,<$50k,2,Garner, NC,6,Yes,Booth,Cash,1,324,16,Charlotte,Door-to-Door
4239,Southeast,Girl Scout S'mores,8,48,4/8/2024,1040,46-55,Male,$100-150k,5,Raleigh, NC,6,No,Online,Cash,3,1048,16,Josephine,Online
4240,Southeast,Do-si-dos,6,36,7/14/2024,1411,46-55,Female,<$50k,2,Huntersville, NC,6,Yes,Online,Credit Card,4,3491,9,Gabriella,Booth
4241,Midwest,Caramel Chocolate Chip,3,18,1/26/2024,1157,26-35,Female,$150-200k,2,Powell, OH,6,No,Booth,Credit Card,1,5169,9,Sadie,Door-to-Door
4242,South,Tagalongs,7,42,1/25/2024,1029,26-35,Male,$100-150k,6,Arlington, VA,6,Yes,Door-to-Door,Cash,1,60031,14,Essence,Booth
4243,Southeast,Samoas,4,24,1/5/2024,1075,46-55,Male,<$50k,5,Morrisville, NC,6,No,Online,Credit Card,1,407,16,Eleanor,Online
4244,Northeast,Thin Mints,8,48,2/14/2024,1206,26-35,Male,$100-150k,2,Jersey City, NJ,6,Yes,Online,Mobile Payment,1,12316,17,Lucy,Booth
4245,West,Tagalongs,4,24,4/11/2024,1190,36-45,Female,$150-200k,5,Las Vegas, NV,6,No,Online,Mobile Payment,1,676,20,Victoria,Online
4246,Southeast,Samoas,3,18,1/13/2024,1378,18-25,Male,$150-200k,3,Marietta, GA,6,No,Booth,Mobile Payment,3,17534,19,Aurora,Booth
4247,Southeast,Thin Mints,9,54,6/6/2024,1386,18-25,Male,<$50k,6,Yulee, FL,6,No,Booth,Cash,2,71734,9,Aaliyah,Online
4248,South,Samoas,2,12,8/3/2024,1313,26-35,Female,$100-150k,3,Alexandria, VA,6,Yes,Booth,Cash,3,1330,14,Ayanna,Door-to-Door
4249,Northeast,Girl Scout S'mores,8,48,8/3/2024,1385,18-25,Male,<$50k,6,New Britain, CT,6,Yes,Door-to-Door,Mobile Payment,3,66731,14,Brianna,Door-to-Door
4250,West,Toffee-tastic,10,60,10/20/2024,1162,46-55,Female,$150-200k,2,Milwaukie, OR,6,No,Online,Credit Card,3,11886,8,Alice,Online
4251,Northeast,Trefoils,10,60,7/13/2024,1385,18-25,Male,<$50k,6,New Britain, CT,6,Yes,Online,Credit Card,1,66731,14,Brianna,Door-to-Door
4252,Northeast,Girl Scout S'mores,10,60,3/17/2024,1031,26-35,Male,$100-150k,6,Bayonne, NJ,6,No,Door-to-Door,Credit Card,3,12052,17,Annie,Door-to-Door
4253,Southeast,Thin Mints,9,54,9/8/2024,1155,26-35,Female,$150-200k,3,Milton, GA,6,Yes,Door-to-Door,Mobile Payment,2,18529,8,Claire,Door-to-Door
4254,Southeast,Samoas,2,12,1/27/2024,1058,46-55,Female,$50-100k,3,Jacksonville, FL,6,No,Booth,Mobile Payment,1,72011,15,Stella,Door-to-Door
4255,Southeast,Samoas,4,24,3/12/2024,1307,26-35,Female,$150-200k,6,Mint Hill, NC,6,No,Booth,Credit Card,2,547,14,Luna,Online
4256,Northeast,Toast-Yay!,7,42,2/12/2024,1055,36-45,Female,<$50k,4,Jersey City, NJ,6,Yes,Door-to-Door,Credit Card,1,12316,17,Lucy,Online
4257,South,Samoas,7,42,4/2/2024,1339,46-55,Male,$50-100k,4,Del City, OK,6,Yes,Booth,Credit Card,5,425,19,Olivia,Door-to-Door
4258,South,Tagalongs,9,54,6/24/2024,1392,36-45,Female,$150-200k,3,Choctaw, OK,6,No,Door-to-Door,Credit Card,1,371,11,Mecca,Door-to-Door
4259,West,Tagalongs,2,12,10/15/2024,1458,36-45,Male,$50-100k,4,Henderson, NV,6,No,Booth,Mobile Payment,4,79,20,Abigail,Door-to-Door
4260,West,Samoas,8,48,3/19/2024,1464,18-25,Female,<$50k,6,Milwaukie, OR,6,No,Door-to-Door,Credit Card,5,11886,8,Alice,Booth
4261,Northeast,Tagalongs,7,42,7/11/2024,1299,46-55,Female,$50-100k,2,Washington, DC,6,Yes,Booth,Mobile Payment,4,2612,14,Arabella,Online
4262,Northeast,Toffee-tastic,10,60,8/21/2024,1401,18-25,Male,$100-150k,2,Union City, NJ,6,No,Online,Credit Card,5,12201,17,Brooklyn,Booth
4263,Northeast,Tagalongs,9,54,4/24/2024,1401,18-25,Male,$100-150k,2,Union City, NJ,6,No,Door-to-Door,Cash,3,12201,17,Brooklyn,Online
4264,Northeast,Samoas,5,30,4/2/2024,1188,26-35,Female,$50-100k,5,Dunmore, PA,6,Yes,Door-to-Door,Cash,3,50062,18,Grace,Door-to-Door
4265,Northeast,Girl Scout S'mores,9,54,10/15/2024,1200,46-55,Male,$100-150k,2,Staten Island, NY,6,No,Booth,Cash,3,75312,11,Reagan,Door-to-Door
4266,West,Do-si-dos,6,36,2/8/2024,1190,36-45,Female,$150-200k,5,Las Vegas, NV,6,No,Online,Mobile Payment,3,676,20,Victoria,Door-to-Door
4267,Southeast,Thin Mints,1,6,6/5/2024,1406,46-55,Male,<$50k,6,Sullivan’s Island, SC,6,No,Booth,Mobile Payment,1,3613,17,Ivy,Booth
4268,Southeast,Toffee-tastic,9,54,1/30/2024,1191,26-35,Female,$150-200k,3,Pineville, NC,6,Yes,Door-to-Door,Credit Card,3,2674,16,Piper,Booth
4269,South,Thin Mints,6,36,2/27/2024,1446,36-45,Female,$150-200k,3,Falls Church, VA,6,No,Booth,Mobile Payment,2,4211,14,Lily,Online
4270,South,Do-si-dos,4,24,3/31/2024,1063,46-55,Female,<$50k,2,Dallas, TX,6,No,Online,Mobile Payment,4,3352,8,Emily,Door-to-Door
4271,Midwest,Toast-Yay!,2,12,3/15/2024,1024,26-35,Male,$100-150k,5,Hilliard, OH,6,No,Online,Mobile Payment,5,5957,9,Ella,Door-to-Door
4272,West,Toffee-tastic,10,60,1/7/2024,1059,36-45,Female,<$50k,2,Las Vegas, NV,6,No,Online,Credit Card,3,676,20,Victoria,Online
4273,Southeast,Thin Mints,6,36,2/17/2024,1319,36-45,Male,$100-150k,5,St. Augustine, FL,6,Yes,Online,Credit Card,3,53021,9,Autumn,Online
4274,Northeast,Lemonades,9,54,3/17/2024,1142,26-35,Male,<$50k,4,Queens, NY,6,Yes,Online,Credit Card,5,4032,8,Elena,Door-to-Door
4275,West,Thin Mints,8,48,6/24/2024,1389,46-55,Male,<$50k,3,Henderson, NV,6,No,Booth,Mobile Payment,1,79,20,Abigail,Door-to-Door
4276,South,Tagalongs,1,6,6/5/2024,1391,18-25,Male,$100-150k,5,Choctaw, OK,6,No,Booth,Mobile Payment,5,371,10,Mecca,Booth
4277,Southeast,Adventurefuls,2,12,5/25/2024,1051,18-25,Female,$150-200k,5,Cary, NC,6,No,Door-to-Door,Cash,1,00031,16,Shatasia,Online
4278,Northeast,Thin Mints,6,36,1/4/2024,1042,26-35,Male,$100-150k,6,New York, NY,6,Yes,Door-to-Door,Cash,1,3990,12,Kennedy,Online
4279,Northeast,Thin Mints,7,42,10/6/2024,1335,18-25,Male,<$50k,4,Chevy Chase, MD,6,Yes,Booth,Cash,3,34145,14,Samantha,Door-to-Door
4280,Southeast,Samoas,7,42,8/4/2024,1102,46-55,Female,$150-200k,5,Orange Park, FL,6,Yes,Door-to-Door,Credit Card,2,31008,15,Maya,Door-to-Door
4281,South,Lemonades,6,36,9/1/2024,1185,46-55,Female,$50-100k,5,Yukon, OK,6,Yes,Online,Credit Card,2,358,13,Quinn,Online
4282,Southeast,Caramel Chocolate Chip,5,30,6/16/2024,1291,36-45,Female,<$50k,5,Doral, FL,6,Yes,Online,Mobile Payment,3,2405,10,Madison,Door-to-Door
4283,Northeast,Girl Scout S'mores,1,6,9/25/2024,1107,26-35,Male,$150-200k,4,Queens, NY,6,No,Online,Credit Card,4,4032,10,Elena,Door-to-Door
4284,Southeast,Toffee-tastic,4,24,7/10/2024,1070,26-35,Male,$50-100k,3,Jacksonville, FL,6,No,Booth,Mobile Payment,2,72011,20,Stella,Online
4285,Northeast,Samoas,10,60,3/3/2024,1074,36-45,Female,$100-150k,4,Union City, NJ,6,No,Booth,Cash,5,12201,17,Brooklyn,Booth
4286,Northeast,Toast-Yay!,10,60,6/8/2024,1171,46-55,Female,<$50k,3,Washington, DC,6,No,Door-to-Door,Credit Card,2,2612,14,Arabella,Booth
4287,West,Trefoils,2,12,9/28/2024,1464,18-25,Female,<$50k,6,Milwaukie, OR,6,No,Online,Cash,3,11886,8,Alice,Door-to-Door
4288,Southeast,Samoas,5,30,7/15/2024,1212,36-45,Female,$150-200k,6,Middleburg, FL,6,Yes,Online,Credit Card,2,31115,12,Lila,Door-to-Door
4289,Southeast,Do-si-dos,5,30,10/9/2024,1378,18-25,Male,$150-200k,3,Marietta, GA,6,Yes,Booth,Cash,1,17534,19,Aurora,Door-to-Door
4290,Southeast,Do-si-dos,5,30,7/21/2024,1165,36-45,Female,$100-150k,3,Apex, NC,6,Yes,Booth,Credit Card,2,02584,16,Naima,Door-to-Door
4291,Northeast,Samoas,1,6,9/18/2024,1107,26-35,Male,$150-200k,4,Queens, NY,6,Yes,Online,Cash,1,4032,10,Elena,Booth
4292,Northeast,Thin Mints,3,18,3/3/2024,1087,36-45,Male,$50-100k,4,New York, NY,6,No,Booth,Mobile Payment,5,3990,8,Kennedy,Online
4293,Southeast,Girl Scout S'mores,1,6,5/5/2024,1258,36-45,Male,$100-150k,6,Hialeah, FL,6,No,Door-to-Door,Credit Card,3,2564,10,Amelia,Door-to-Door
4294,South,Caramel Chocolate Chip,5,30,7/4/2024,1323,18-25,Male,<$50k,5,Alexandria, VA,6,No,Online,Cash,5,1330,14,Ayanna,Online
4295,Southeast,Do-si-dos,6,36,5/18/2024,1191,26-35,Female,$150-200k,3,Pineville, NC,6,No,Online,Mobile Payment,5,2674,16,Piper,Online
4296,Northeast,Samoas,5,30,9/15/2024,1345,36-45,Male,$100-150k,5,Chevy Chase, MD,6,No,Door-to-Door,Credit Card,5,34145,14,Samantha,Door-to-Door
4297,Southeast,Thin Mints,8,48,1/15/2024,1288,36-45,Male,$100-150k,2,Mint Hill, NC,6,No,Booth,Credit Card,3,547,10,Luna,Door-to-Door
4298,Southeast,Toffee-tastic,6,36,8/4/2024,1356,18-25,Female,$100-150k,2,Hialeah, FL,6,No,Online,Mobile Payment,4,2564,10,Amelia,Online
4299,West,Toffee-tastic,1,6,1/16/2024,1458,36-45,Male,$50-100k,4,Henderson, NV,6,No,Door-to-Door,Mobile Payment,5,79,20,Abigail,Booth
4300,Northeast,Lemon-Ups,6,36,7/4/2024,1174,18-25,Female,<$50k,3,Bloomfield, CT,6,No,Booth,Mobile Payment,2,10318,17,Bianca,Door-to-Door
4301,Northeast,Tagalongs,2,12,4/14/2024,1432,26-35,Female,$50-100k,5,Colonie, NY,6,No,Door-to-Door,Cash,2,1014,15,Chloe,Online
4302,Southeast,Thin Mints,8,48,9/3/2024,1095,26-35,Male,$150-200k,3,Orange Park, FL,6,Yes,Booth,Mobile Payment,1,31008,8,Maya,Online
4303,Northeast,Thin Mints,1,6,10/11/2024,1293,46-55,Female,$150-200k,3,Colonie, NY,6,Yes,Booth,Mobile Payment,5,1014,15,Chloe,Door-to-Door
4304,Southeast,Samoas,2,12,3/25/2024,1269,36-45,Female,<$50k,2,Matthews, NC,6,No,Booth,Mobile Payment,3,664,16,Scarlett,Door-to-Door
4305,Southeast,Caramel Chocolate Chip,8,48,9/26/2024,1481,36-45,Female,$150-200k,5,Callahan, FL,6,Yes,Online,Mobile Payment,2,63013,12,De'ana,Online
4306,Northeast,Thin Mints,9,54,8/22/2024,1015,26-35,Female,<$50k,4,Bayonne, NJ,6,No,Door-to-Door,Credit Card,1,12052,17,Annie,Door-to-Door
4307,Northeast,Thin Mints,9,54,3/3/2024,1108,46-55,Female,$50-100k,2,Silver Spring, MD,6,No,Door-to-Door,Cash,5,42185,14,Jasmine,Online
4308,Northeast,Tagalongs,4,24,2/18/2024,1104,18-25,Female,$50-100k,6,Wilkes-Barre, PA,6,Yes,Online,Cash,1,30130,18,Emilia,Door-to-Door
4309,South,Tagalongs,2,12,4/16/2024,1339,46-55,Male,$50-100k,4,Del City, OK,6,No,Online,Cash,3,425,19,Olivia,Booth
4310,Southeast,Thin Mints,10,60,1/13/2024,1010,18-25,Female,$150-200k,3,Tucker, GA,6,Yes,Booth,Credit Card,1,15239,19,Isla,Booth
4311,Northeast,Trefoils,5,30,1/11/2024,1200,46-55,Male,$100-150k,2,Staten Island, NY,6,Yes,Online,Cash,1,75312,11,Reagan,Online
4312,Southeast,Tagalongs,5,30,3/16/2024,1394,18-25,Male,<$50k,6,Callahan, FL,6,No,Door-to-Door,Mobile Payment,1,63013,9,De'ana,Booth
4313,South,Tagalongs,1,6,3/17/2024,1473,36-45,Male,$100-150k,2,Falls Church, VA,6,No,Booth,Cash,1,4211,14,Lily,Booth
4314,Midwest,Thin Mints,7,42,10/14/2024,1295,18-25,Male,$150-200k,6,Dublin, OH,6,Yes,Door-to-Door,Credit Card,3,6086,9,Sophia,Door-to-Door
4315,Southeast,Trefoils,10,60,6/28/2024,1350,36-45,Female,$100-150k,6,East Point, GA,6,Yes,Door-to-Door,Mobile Payment,1,30344,19,Zoe,Booth
4316,Southeast,Toffee-tastic,4,24,6/20/2024,1481,36-45,Female,$150-200k,5,Callahan, FL,6,No,Online,Cash,1,63013,12,De'ana,Door-to-Door
4317,West,Samoas,10,60,9/17/2024,1381,36-45,Female,$50-100k,5,Henderson, NV,6,No,Door-to-Door,Mobile Payment,4,79,20,Abigail,Online
4318,Southeast,Samoas,4,24,6/5/2024,1070,26-35,Male,$50-100k,3,Jacksonville, FL,6,No,Door-to-Door,Cash,1,72011,20,Stella,Online
4319,West,Samoas,10,60,1/2/2024,1065,36-45,Male,$150-200k,2,Phoenix, AZ,6,Yes,Booth,Mobile Payment,2,3227,13,Mila,Online
4320,Northeast,Trefoils,1,6,5/9/2024,1087,36-45,Male,$50-100k,4,New York, NY,6,Yes,Booth,Credit Card,3,3990,8,Kennedy,Booth
4321,South,Girl Scout S'mores,6,36,5/2/2024,1260,26-35,Female,$150-200k,2,Del City, OK,6,No,Booth,Mobile Payment,3,425,9,Olivia,Booth
4322,South,Lemonades,9,54,3/19/2024,1135,18-25,Male,$150-200k,5,Alexandria, VA,6,No,Booth,Mobile Payment,3,1330,14,Ayanna,Booth
4323,Northeast,Lemon-Ups,6,36,2/21/2024,1265,26-35,Male,<$50k,5,Secaucus, NJ,6,No,Booth,Mobile Payment,2,10289,17,Ivy,Online
4324,Southeast,Samoas,9,54,5/31/2024,1083,36-45,Female,$150-200k,6,Jacksonville, FL,6,Yes,Door-to-Door,Mobile Payment,3,72011,20,Stella,Online
4325,Southeast,Samoas,4,24,6/2/2024,1166,36-45,Male,$150-200k,4,Pineville, NC,6,No,Online,Credit Card,3,2674,11,Piper,Door-to-Door
4326,Midwest,Do-si-dos,5,30,10/15/2024,1111,18-25,Male,$100-150k,5,Powell, OH,6,No,Online,Mobile Payment,4,5169,9,Sadie,Door-to-Door
4327,Southeast,Tagalongs,4,24,1/5/2024,1227,18-25,Female,$50-100k,2,Middleburg, FL,6,No,Booth,Mobile Payment,3,31115,9,Lila,Booth
4328,West,Thin Mints,8,48,2/8/2024,1028,26-35,Female,$50-100k,5,Beaverton, OR,6,No,Booth,Credit Card,2,81503,8,Kamora,Online
4329,Southeast,Toffee-tastic,5,30,2/1/2024,1332,46-55,Male,$50-100k,3,Huntersville, NC,6,No,Booth,Credit Card,4,3491,12,Gabriella,Door-to-Door
4330,Northeast,Lemonades,9,54,4/3/2024,1272,26-35,Female,$100-150k,5,Silver Spring, MD,6,No,Online,Credit Card,1,42185,14,Jasmine,Door-to-Door
4331,West,Do-si-dos,1,6,3/12/2024,1177,26-35,Male,$100-150k,2,Hillsboro, OR,6,No,Booth,Cash,3,10777,8,Mia,Door-to-Door
4332,Southeast,Thin Mints,8,48,2/4/2024,1447,36-45,Male,$150-200k,5,Raleigh, NC,6,Yes,Door-to-Door,Credit Card,1,1048,16,Josephine,Door-to-Door
4333,West,Lemonades,10,60,3/20/2024,1008,36-45,Female,$50-100k,2,Las Vegas, NV,6,Yes,Booth,Cash,5,676,20,Victoria,Online
4334,South,Samoas,7,42,7/19/2024,1025,26-35,Male,$100-150k,4,Arlington, VA,6,Yes,Online,Credit Card,4,60031,14,Essence,Door-to-Door
4335,Southeast,Trefoils,2,12,10/16/2024,1020,26-35,Female,$50-100k,2,Tucker, GA,6,Yes,Booth,Credit Card,5,15239,19,Isla,Door-to-Door
4336,Northeast,Samoas,5,30,5/6/2024,1062,46-55,Male,$100-150k,5,Bethesda, MD,6,No,Door-to-Door,Mobile Payment,3,2059,14,Roxy,Booth
4337,Southeast,Adventurefuls,5,30,2/14/2024,1019,18-25,Female,$100-150k,5,Jacksonville, FL,6,No,Online,Credit Card,1,72011,8,Stella,Online
4338,Southeast,Do-si-dos,8,48,9/12/2024,1337,36-45,Male,$100-150k,2,St. Augustine, FL,6,No,Booth,Cash,4,53021,12,Autumn,Door-to-Door
4339,Northeast,Samoas,9,54,6/9/2024,1238,18-25,Female,$50-100k,3,Bethesda, MD,6,Yes,Online,Mobile Payment,3,2059,14,Roxy,Booth
4340,Southeast,Tagalongs,3,18,1/31/2024,1456,36-45,Female,$150-200k,3,Raleigh, NC,6,Yes,Door-to-Door,Credit Card,4,1048,16,Josephine,Online
4341,Northeast,Thin Mints,10,60,1/27/2024,1334,18-25,Female,$50-100k,4,Bronx, NY,6,No,Door-to-Door,Cash,3,1236,19,Sydney,Booth
4342,Southeast,Thin Mints,2,12,8/9/2024,1448,46-55,Female,$150-200k,6,Callahan, FL,6,No,Door-to-Door,Credit Card,3,63013,9,De'ana,Booth
4343,West,Thin Mints,4,24,10/23/2024,1452,26-35,Female,<$50k,2,Paradise, NV,6,Yes,Door-to-Door,Mobile Payment,3,396,20,Leah,Online
4344,Northeast,Toast-Yay!,6,36,5/26/2024,1142,26-35,Male,<$50k,4,Queens, NY,6,No,Door-to-Door,Credit Card,4,4032,8,Elena,Online
4345,Southeast,Adventurefuls,5,30,3/14/2024,1085,26-35,Male,$100-150k,4,Charlotte, NC,6,No,Online,Credit Card,1,41,13,Alexis,Online
4346,Southeast,Thin Mints,4,24,6/29/2024,1270,18-25,Male,$100-150k,3,Apex, NC,6,No,Online,Credit Card,5,02584,16,Naima,Door-to-Door
4347,Southeast,Lemon-Ups,4,24,4/14/2024,1075,46-55,Male,<$50k,5,Morrisville, NC,6,Yes,Booth,Cash,3,407,16,Eleanor,Online
4348,Northeast,Thin Mints,4,24,1/22/2024,1206,26-35,Male,$100-150k,2,Jersey City, NJ,6,No,Booth,Cash,3,12316,17,Lucy,Door-to-Door
4349,Southeast,Thin Mints,9,54,7/3/2024,1268,46-55,Female,$150-200k,3,Matthews, NC,6,Yes,Online,Mobile Payment,2,664,15,Scarlett,Booth
4350,West,Samoas,10,60,9/29/2024,1468,36-45,Male,$50-100k,5,Beaverton, OR,6,Yes,Door-to-Door,Cash,4,81503,8,Kamora,Online
4351,Southeast,Tagalongs,3,18,2/26/2024,1394,18-25,Male,<$50k,6,Callahan, FL,6,Yes,Door-to-Door,Credit Card,3,63013,9,De'ana,Online
4352,South,Tagalongs,1,6,5/16/2024,1235,46-55,Female,<$50k,2,Irving, TX,6,No,Online,Mobile Payment,4,2278,8,Nora,Door-to-Door
4353,South,Lemon-Ups,2,12,5/10/2024,1489,36-45,Female,<$50k,4,Falls Church, VA,6,Yes,Door-to-Door,Cash,5,4211,14,Lily,Booth
4354,Northeast,Adventurefuls,4,24,5/19/2024,1088,18-25,Male,$100-150k,3,Bloomfield, CT,6,No,Booth,Credit Card,5,10318,16,Bianca,Door-to-Door
4355,West,Trefoils,5,30,6/23/2024,1181,26-35,Male,$100-150k,6,Beaverton, OR,6,Yes,Door-to-Door,Credit Card,4,81503,8,Kamora,Door-to-Door
4356,South,Trefoils,4,24,8/24/2024,1494,46-55,Female,<$50k,4,Falls Church, VA,6,No,Online,Credit Card,3,4211,14,Lily,Door-to-Door
4357,Southeast,Thin Mints,1,6,1/16/2024,1083,36-45,Female,$150-200k,6,Jacksonville, FL,6,Yes,Booth,Cash,5,72011,20,Stella,Booth
4358,South,Thin Mints,8,48,7/21/2024,1427,18-25,Male,$50-100k,3,Choctaw, OK,6,Yes,Booth,Cash,3,371,8,Mecca,Door-to-Door
4359,Midwest,Thin Mints,1,6,6/2/2024,1125,46-55,Male,$150-200k,3,Columbus, OH,6,No,Booth,Credit Card,4,6824,9,Isabella,Door-to-Door
4360,Southeast,Samoas,5,30,6/9/2024,1166,36-45,Male,$150-200k,4,Pineville, NC,6,Yes,Booth,Cash,3,2674,11,Piper,Online
4361,Northeast,Tagalongs,8,48,4/10/2024,1309,18-25,Male,$50-100k,5,Jersey City, NJ,6,Yes,Online,Credit Card,3,12316,17,Lucy,Online
4362,South,Do-si-dos,3,18,7/27/2024,1313,26-35,Female,$100-150k,3,Alexandria, VA,6,Yes,Door-to-Door,Mobile Payment,3,1330,14,Ayanna,Door-to-Door
4363,Northeast,Thin Mints,7,42,2/4/2024,1436,18-25,Male,$150-200k,4,Hoboken, NJ,6,No,Booth,Credit Card,2,12019,17,Layla,Booth
4364,Northeast,Tagalongs,7,42,5/28/2024,1358,26-35,Male,$150-200k,3,Hoboken, NJ,6,No,Booth,Credit Card,1,12019,17,Layla,Online
4365,Midwest,Girl Scout S'mores,6,36,8/13/2024,1156,36-45,Male,$50-100k,3,Columbus, OH,6,No,Online,Credit Card,5,6824,9,Isabella,Online
4366,West,Do-si-dos,1,6,1/28/2024,1197,36-45,Male,$150-200k,6,Henderson, NV,6,No,Online,Cash,3,79,20,Abigail,Door-to-Door
4367,Northeast,Tagalongs,8,48,9/15/2024,1128,26-35,Female,<$50k,2,Scranton, PA,6,Yes,Online,Cash,1,52145,18,Willow,Booth
4368,Northeast,Trefoils,3,18,9/24/2024,1345,36-45,Male,$100-150k,5,Chevy Chase, MD,6,Yes,Online,Mobile Payment,5,34145,14,Samantha,Online
4369,South,Girl Scout S'mores,1,6,8/5/2024,1474,26-35,Female,$100-150k,5,Choctaw, OK,6,Yes,Door-to-Door,Credit Card,2,371,19,Mecca,Online
4370,Northeast,Thin Mints,10,60,2/16/2024,1470,26-35,Male,$100-150k,3,Pittston, PA,6,Yes,Door-to-Door,Mobile Payment,2,3088,18,Daisy,Online
4371,Northeast,Samoas,6,36,4/8/2024,1396,26-35,Female,$50-100k,3,Clarks Summit, PA,6,No,Booth,Mobile Payment,5,50801,18,Maria,Door-to-Door
4372,Southeast,Girl Scout S'mores,6,36,2/12/2024,1217,18-25,Male,$150-200k,3,Milton, GA,6,No,Online,Mobile Payment,1,18529,8,Claire,Door-to-Door
4373,Southeast,Lemon-Ups,7,42,7/3/2024,1140,18-25,Female,$100-150k,4,Orange Park, FL,6,Yes,Booth,Credit Card,5,31008,8,Maya,Online
4374,West,Tagalongs,5,30,8/2/2024,1464,18-25,Female,<$50k,6,Milwaukie, OR,6,Yes,Booth,Cash,3,11886,8,Alice,Door-to-Door
4375,Southeast,Lemonades,4,24,9/15/2024,1075,46-55,Male,<$50k,5,Morrisville, NC,6,Yes,Door-to-Door,Mobile Payment,2,407,16,Eleanor,Door-to-Door
4376,Southeast,Tagalongs,2,12,7/28/2024,1285,46-55,Male,$100-150k,2,Alpharetta, GA,6,No,Online,Credit Card,3,20626,8,Nia,Online
4377,Southeast,Do-si-dos,1,6,5/4/2024,1011,26-35,Male,$100-150k,2,Doral, FL,6,Yes,Door-to-Door,Cash,4,2405,10,Madison,Door-to-Door
4378,Southeast,Do-si-dos,3,18,2/28/2024,1212,36-45,Female,$150-200k,6,Middleburg, FL,6,Yes,Booth,Cash,2,31115,12,Lila,Booth
4379,West,Samoas,10,60,3/8/2024,1418,36-45,Female,$100-150k,6,Hillsboro, OR,6,Yes,Door-to-Door,Mobile Payment,5,10777,8,Mia,Online
4380,West,Thin Mints,6,36,6/22/2024,1254,46-55,Female,$150-200k,5,Scottsdale, AZ,6,Yes,Door-to-Door,Mobile Payment,5,128,13,Lydia,Online
4381,Southeast,Lemonades,5,30,4/23/2024,1395,18-25,Male,<$50k,3,Miami, FL,6,No,Online,Mobile Payment,3,2417,10,Ruby,Door-to-Door
4382,West,Thin Mints,1,6,7/2/2024,1461,36-45,Male,<$50k,4,Hillsboro, OR,6,Yes,Booth,Mobile Payment,2,10777,8,Mia,Online
4383,Southeast,Trefoils,3,18,5/29/2024,1449,26-35,Female,$150-200k,5,Garner, NC,6,Yes,Booth,Mobile Payment,4,324,16,Charlotte,Door-to-Door
